epoch,train_loss,normal_val_loss,learning_rate,epoch_duration_seconds,gradient_norm_mean_before_clip,gradient_norm_max_before_clip,gradient_clip_fraction
1,506303.406875,408328.1875,8.625000000000006e-06,28.491228400031105,310234.9909375,454422.84375,1.0
2,344879.9303125,293549.318359375,1.575000000000001e-05,28.51248920004582,86456.783125,192195.578125,1.0
3,273064.9653125,248057.8662109375,2.2875000000000007e-05,28.645663500006776,48960.4871875,62107.265625,1.0
4,238381.46625,219809.4853515625,3e-05,28.885657000006177,59678.7412109375,99795.546875,1.0
5,214172.29578125,199601.0244140625,2.994482312233034e-05,28.997180800011847,82201.1853515625,154578.390625,1.0
6,196674.4640625,184310.892578125,2.9779712418677044e-05,29.100060000026133,102426.3351953125,188973.34375,1.0
7,183497.87078125,174045.85302734375,2.9505924481191513e-05,29.072266799979843,146472.91,293163.28125,1.0
8,174090.24625,165135.7158203125,2.91255430013957e-05,29.132929300016258,177566.68484375,413012.375,1.0
9,166200.000859375,158340.21484375,2.8641462912031433e-05,29.091609099996276,244393.94421875,657487.6875,1.0
10,159522.565859375,151697.9541015625,2.8057368354874373e-05,29.207513400004245,235319.198515625,482427.0625,1.0
11,154052.98390625,147429.78759765625,2.7377704642190367e-05,29.118003199982923,421341.6153125,971217.125,1.0
12,149757.20140625,143162.26708984375,2.6607644425225186e-05,29.187277899996843,332324.766640625,777294.8125,1.0
13,145626.613828125,138715.740234375,2.575304832720491e-05,29.147731499979272,410727.99375,1145077.0,1.0
14,141393.2584375,136009.84375,2.482042034045477e-05,29.303610799950548,467700.1278125,1106714.375,1.0
15,138025.899296875,131402.6552734375,2.3816858327090118e-05,29.221398500027135,451438.66546875,1070172.75,1.0
16,134573.80078125,128638.6357421875,2.2749999999999957e-05,29.26864999998361,420087.056875,1020675.3125,1.0
17,131462.157421875,125880.7900390625,2.16279647952401e-05,29.257266200031154,571746.23734375,1630719.875,1.0
18,128582.516953125,122872.5830078125,2.045929207822215e-05,29.275027700001374,506294.18328125,1096915.125,1.0
19,126110.514765625,120960.45263671875,1.925287615398651e-05,29.213975099963136,555280.2028125,1377116.25,1.0
20,123747.2341796875,118049.66528320312,1.8017898576170442e-05,29.28913469996769,513620.34140625,1044997.1875,1.0
21,121237.39140625,115426.99267578125,1.6763758269841013e-05,29.25213039998198,423532.47421875,992678.4375,1.0
22,118662.1815625,113368.44116210938,1.549999999999993e-05,29.265463899995666,446982.9746875,1099700.75,1.0
23,116502.63921875,111009.08276367188,1.4236241730158885e-05,29.222785799996927,545679.65921875,1552336.5,1.0
24,114565.2685546875,109577.09301757812,1.2982101423829447e-05,29.271734500012826,554282.134375,1319217.5,1.0
25,113052.5658203125,107941.37670898438,1.1747123846013378e-05,29.229483900009654,555829.4453125,1732207.5,1.0
26,111455.0234375,106604.13110351562,1.0540707921777735e-05,29.2841898999759,669112.96609375,1729314.875,1.0
27,110120.23171875,105089.47998046875,9.372035204759805e-06,29.23606489994563,535688.2965625,1362173.0,1.0
28,108763.47453125,104094.4140625,8.249999999999972e-06,29.280239599989727,512926.28453125,1623955.5,1.0
29,107492.0096484375,102675.87255859375,7.183141672909825e-06,29.24669790000189,438393.9909375,1151457.125,1.0
30,106275.2492578125,101579.97021484375,6.179579659545173e-06,29.271737699978985,489344.6321875,1527560.125,1.0
31,105301.7905078125,100667.427734375,5.24695167279506e-06,29.21941739995964,518187.40375,1579821.0,1.0
32,104374.1640234375,99905.9892578125,4.392355574774832e-06,29.298559400020167,471807.00796875,1177533.5,1.0
33,103597.515703125,99310.32983398438,3.6222953578096483e-06,29.2385105000576,464722.3984375,1282582.5,1.0
34,102992.9859375,98646.14013671875,2.942631645125676e-06,29.25162419996923,488259.09015625,1578184.125,1.0
35,102465.89,98148.9775390625,2.3585370879686024e-06,29.236103100003675,481524.5509375,1332994.0,1.0
36,102027.6471875,97767.9794921875,1.8744569986043458e-06,29.30899159994442,423605.266328125,1097530.25,1.0
37,101627.8262890625,97344.24291992188,1.4940755188085187e-06,29.288465399993584,290618.835,726153.75,1.0
38,101239.8826171875,97128.66674804688,1.2202875813229878e-06,29.328704499988817,324035.662578125,909154.375,1.0
39,100952.0177734375,96816.28100585938,1.0551768776696902e-06,29.24847749999026,302700.04203125,972928.25,1.0
40,100705.515859375,96627.1982421875,1e-06,29.288384000014048,299869.951953125,851452.5625,1.0
